Platform,Handle,Content_Type,Title_Caption,URL,Content_ID,Upload_Date,Views,Likes,Tournament,Accreditation_Status,Content_Format,Featured_Entities,Featured_On_Portfolio
YouTube,@spinandswing26,Short,Guess the Squad of WPL – Pt 11,https://www.youtube.com/shorts/vxThv6gHt6Q,vxThv6gHt6Q,,1700,0,WPL 2026,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Spin & Swing,No
YouTube,@spinandswing26,Short,It is Better than 16 - Virat Kohli,https://www.youtube.com/shorts/dkUau_8BP_g,dkUau_8BP_g,,1700,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,What a steal Dc 🔥🔥,https://www.youtube.com/shorts/-Oxhb0VwGGI,-Oxhb0VwGGI,,1700,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Thanks Harshal Bhai 🥹💗,https://www.youtube.com/shorts/n0KYs2KyV9k,n0KYs2KyV9k,,1700,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Inke age kitne hai ?,https://www.youtube.com/shorts/30rPO96y7Y4,30rPO96y7Y4,,1700,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,IPL ki Top 4 team,https://www.youtube.com/shorts/LYnki2CMfwY,LYnki2CMfwY,,1700,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Player | Spin & Swing,https://www.youtube.com/shorts/NlcH3D-0COE,NlcH3D-0COE,,1700,0,General Cricket Trivia Series,Creator Studio / Digital Production,Cricket Trivia & Player Guessing,Spin & Swing,No
YouTube,@spinandswing26,Short,India Ka opener hai,https://www.youtube.com/shorts/hECPDHmd9Z4,hECPDHmd9Z4,,1700,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Episode 1 : Story Behind the Post ft - Navdeep Saini,https://www.youtube.com/shorts/trYcRaF-Un0,trYcRaF-Un0,,1600,0,Cricket Coverage & Commentary,Independent Fan Coverage,Story Behind the Post (Player Interview),Spin & Swing,No
YouTube,@spinandswing26,Short,Tumhe kya lagta hai ??,https://www.youtube.com/shorts/9aoUhdt5ByM,9aoUhdt5ByM,,1600,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Gujarat Titans (GT),No
YouTube,@spinandswing26,Short,Sanju ne badhiya khela 🔥,https://www.youtube.com/shorts/CQiCuQQFKRA,CQiCuQQFKRA,,1600,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Sanju Samson,No
YouTube,@spinandswing26,Short,Shut up part time cricketer 🤫,https://www.youtube.com/shorts/l5LY34pWp54,l5LY34pWp54,,1600,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Aaj ni match = PURE ENTERTAINMENT,https://www.youtube.com/shorts/7sx7ORgA078,7sx7ORgA078,,1600,0,Cricket Coverage & Commentary,Independent Fan Coverage,Match Analysis & Tactics,Spin & Swing,No
YouTube,@spinandswing26,Short,Cameron Green sold to Kkr,https://www.youtube.com/shorts/_cysNxQ_wDE,_cysNxQ_wDE,,1600,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Kolkata Knight Riders (KKR),No
YouTube,@spinandswing26,Short,Sab ke sab galat hai ?,https://www.youtube.com/shorts/PiObNIvGRS0,PiObNIvGRS0,,1600,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,India vs West Indies Squad -  Pt 1,https://www.youtube.com/shorts/md1ef6GfBno,md1ef6GfBno,,1600,0,General Cricket Trivia Series,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Spin & Swing,No
YouTube,@spinandswing26,Short,Playing 11 In T20 World Cup 🇮🇳🏆,https://www.youtube.com/shorts/vo5HJtYEJaI,vo5HJtYEJaI,,1600,0,ICC Men's T20 World Cup 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Video,THANK YOU SOUTH AFRICA !! | SA VS WI VLOG - 23,https://www.youtube.com/watch?v=qHRz4HneUV4,qHRz4HneUV4,,1500,0,Creator Journey & Vlogs (Abhishek Unseen),Independent Fan Coverage,Behind The Scenes / Vlog,Spin & Swing,No
YouTube,@spinandswing26,Video,MI vs GT VLOG | IPL 2025 | VLOG 7,https://www.youtube.com/watch?v=oh9yTbW63YQ,oh9yTbW63YQ,,1500,0,IPL 2026,Independent Fan Coverage,Behind The Scenes / Vlog,"Gujarat Titans (GT), Mumbai Indians (MI)",No
YouTube,@spinandswing26,Short,Episode 4 : Story Behind the Post ft - Anuj Rawat,https://www.youtube.com/shorts/Y0EZ7K0Axco,Y0EZ7K0Axco,,1500,0,Cricket Coverage & Commentary,Independent Fan Coverage,Story Behind the Post (Player Interview),Anuj Rawat,No
YouTube,@spinandswing26,Short,Which player comes to your mind ! Pt 2,https://www.youtube.com/shorts/Shn7mjBClkg,Shn7mjBClkg,,1500,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Mumbai Indians (MI),No
YouTube,@spinandswing26,Short,Four Six in a over Sarthak Ranjan 🔥🔥,https://www.youtube.com/shorts/bIuIOqZHerQ,bIuIOqZHerQ,,1500,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Central Delhi vs Purani Dilli - DPL,https://www.youtube.com/shorts/N5KpesOhco4,N5KpesOhco4,,1500,0,DPL 2026 (Delhi Premier League),Independent Fan Coverage,Short-form Cricket Content,"Purani Dilli, Central Delhi Kings",No
YouTube,@spinandswing26,Short,Do you think Gujarat can ?,https://www.youtube.com/shorts/HIqIW6xS-YE,HIqIW6xS-YE,,1500,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Playing 11 of RR #rajsthanroyal #ipl2026,https://www.youtube.com/shorts/8-h2_MhcraY,8-h2_MhcraY,,1500,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,What is the name of our women's cricket teams Captain ?,https://www.youtube.com/shorts/1cj7Kn5Sc6A,1cj7Kn5Sc6A,,1500,0,WPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Rcbw fans vs Dcw Fans – WPL Pt 2,https://www.youtube.com/shorts/QoaPMPXX_z8,QoaPMPXX_z8,,1500,0,WPL 2026,Independent Fan Coverage,Fan Vox Pop & Stadium Reaction,Royal Challengers Bengaluru (RCB),No
YouTube,@spinandswing26,Short,Kitne hai winning streak?,https://www.youtube.com/shorts/0eul_KPv1yg,0eul_KPv1yg,,1500,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Public Opinion on BGT | Part 1,https://www.youtube.com/shorts/0Ru2yciFzTs,0Ru2yciFzTs,,1500,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Gujarat Titans (GT),No
YouTube,@spinandswing26,Short,Sourav Ganguly vs Sunil Gavaskar,https://www.youtube.com/shorts/kzb3wPQ6QLk,kzb3wPQ6QLk,,1500,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Abhishek Sharma socha he nhi | Guess the Cricketer,https://www.youtube.com/shorts/6WUcC1s9ZTM,6WUcC1s9ZTM,,1500,0,General Cricket Trivia Series,Creator Studio / Digital Production,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Happy birthday Prince 🤴🏻,https://www.youtube.com/shorts/hOjAz2ZS20g,hOjAz2ZS20g,,1400,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Laxman Bhai Love Yorker !,https://www.youtube.com/shorts/4y61iNIBETc,4y61iNIBETc,,1400,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,W Stand for WIN ✅,https://www.youtube.com/shorts/tkdNvB8Rd00,tkdNvB8Rd00,,1400,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Playing 11 of LSG #lsg #ipl2026,https://www.youtube.com/shorts/9EUdyEUjG-c,9EUdyEUjG-c,,1400,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Squad of T20 World Cup - Pt 22,https://www.youtube.com/shorts/_hBajJ_hd6c,_hBajJ_hd6c,,1400,0,ICC Men's T20 World Cup 2026,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Squad of T20 World Cup - Pt 13,https://www.youtube.com/shorts/frfj6kyMJ_k,frfj6kyMJ_k,,1400,0,ICC Men's T20 World Cup 2026,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Spin & Swing,No
YouTube,@spinandswing26,Short,Itne jaldi nhi out hona tha virat bhai,https://www.youtube.com/shorts/9SUORDNCxq8,9SUORDNCxq8,,1400,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Thala for a reason 😭,https://www.youtube.com/shorts/ZQa9DFHN1gk,ZQa9DFHN1gk,,1400,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,What was the best part of today's match ?,https://www.youtube.com/shorts/9NLGCez8SWM,9NLGCez8SWM,,1400,0,Cricket Coverage & Commentary,Independent Fan Coverage,Match Analysis & Tactics,Spin & Swing,No
YouTube,@spinandswing26,Video,CAPTAIN KNOCK !! | GT vs KKR - VLOG 30 ,https://www.youtube.com/watch?v=LnJp0N0PCRI,LnJp0N0PCRI,,1300,0,IPL 2026,Independent Fan Coverage,Behind The Scenes / Vlog,"Gujarat Titans (GT), Kolkata Knight Riders (KKR)",No
YouTube,@spinandswing26,Video,BEST MATCH OF IPL 2026 | DC vs GT - IPL 2026 | VLOG 28 ,https://www.youtube.com/watch?v=-Zm0_Y99nDE,-Zm0_Y99nDE,,1300,0,IPL 2026,Independent Fan Coverage,Behind The Scenes / Vlog,Gujarat Titans (GT),No
YouTube,@spinandswing26,Short,Aaj ka match 20 Over ka tha !!,https://www.youtube.com/shorts/h3FO60oXNl4,h3FO60oXNl4,,1300,0,Cricket Coverage & Commentary,Independent Fan Coverage,Match Analysis & Tactics,Spin & Swing,No
YouTube,@spinandswing26,Short,BCCI meri ticket karwao,https://www.youtube.com/shorts/frBBW8D_dYM,frBBW8D_dYM,,1300,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Pakistan Ko harana he haiii !!!,https://www.youtube.com/shorts/Bsisnf6Q2QE,Bsisnf6Q2QE,,1300,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Lets goo India 🇮🇳 ❤️,https://www.youtube.com/shorts/xSM4bjTuxf0,xSM4bjTuxf0,,1300,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Virat fans obsession with his 100 !! #vijayhazare #viratkohli,https://www.youtube.com/shorts/Hp9nABaKrD4,Hp9nABaKrD4,,1300,0,Cricket Coverage & Commentary,Independent Fan Coverage,Fan Vox Pop & Stadium Reaction,Spin & Swing,No
YouTube,@spinandswing26,Short,Virat 131 in Vijay Hazare Trophy,https://www.youtube.com/shorts/Q9o3anB-5-Q,Q9o3anB-5-Q,,1300,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Rohit Sharma x IPL Trophy,https://www.youtube.com/shorts/_KhDuxsugVo,_KhDuxsugVo,,1300,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Why we lost 2019 Semi - Final,https://www.youtube.com/shorts/aiMXxQnTVJQ,aiMXxQnTVJQ,,1300,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Mumbai Indians (MI),No
YouTube,@spinandswing26,Short,This or that with Vansh bedi 😂❤️,https://www.youtube.com/shorts/uDGhdldEeJw,uDGhdldEeJw,,1200,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Vansh Bedi,No
YouTube,@spinandswing26,Short,One song for Nitish rana !,https://www.youtube.com/shorts/FG0O23zwMBo,FG0O23zwMBo,,1200,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Jason Holder ❎ Joson Holder ✅,https://www.youtube.com/shorts/rET2XCtvmyc,rET2XCtvmyc,,1200,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,History Repeat kar diya 🇮🇳 History defeat kar diya 🏆,https://www.youtube.com/shorts/nCxSoU4tFk8,nCxSoU4tFk8,,1200,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Bumrah ke 4 Wickets 🔥🔥,https://www.youtube.com/shorts/p0mVq5zuOcA,p0mVq5zuOcA,,1200,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Black me milta hai ticket,https://www.youtube.com/shorts/3dM-BRFyOsA,3dM-BRFyOsA,,1200,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Mumbai Indians (MI),No
YouTube,@spinandswing26,Short,There will be one change !!,https://www.youtube.com/shorts/ntjVtorlfWc,ntjVtorlfWc,,1200,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Why she left Playing Cricket !!,https://www.youtube.com/shorts/Ix1blet3GcQ,Ix1blet3GcQ,,1200,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Squad of RCB – Pt 13,https://www.youtube.com/shorts/LaABu9HooWo,LaABu9HooWo,,1200,0,IPL 2026,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Royal Challengers Bengaluru (RCB),No
YouTube,@spinandswing26,Short,IPL Auction Hit or Flop ?,https://www.youtube.com/shorts/qy9YpyUPZwg,qy9YpyUPZwg,,1200,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Bumrah vs England | Ind vs Eng | Spin & Swing,https://www.youtube.com/shorts/yqpbx30D6bQ,yqpbx30D6bQ,,1200,0,International Cricket Bilateral,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,We are Champion  🏆🏆🏆,https://www.youtube.com/shorts/uOSBF6ikau8,uOSBF6ikau8,,1200,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Bhai ye kya puch liyaaa,https://www.youtube.com/shorts/hKaKC77ovCU,hKaKC77ovCU,,1200,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Itne jaldi nahi batana tha bhai,https://www.youtube.com/shorts/wXpEwA_hLaY,wXpEwA_hLaY,,1200,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Tumhe kon pasand hai ??,https://www.youtube.com/shorts/gHKEzwZ-p8c,gHKEzwZ-p8c,,1200,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Cricketer ??,https://www.youtube.com/shorts/t_gEL3bnzJE,t_gEL3bnzJE,,1200,0,General Cricket Trivia Series,Creator Studio / Digital Production,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Highest Runs Chased by teams In ODI | Part 2,https://www.youtube.com/shorts/zC9HPK-gT6s,zC9HPK-gT6s,,1200,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Episode 4 : Story Behind the Post ft - Simar Jeet,https://www.youtube.com/shorts/jzIdYjXQ8BQ,jzIdYjXQ8BQ,,1100,0,Cricket Coverage & Commentary,Independent Fan Coverage,Story Behind the Post (Player Interview),Spin & Swing,No
YouTube,@spinandswing26,Short,First time was so nice they had to do it twice - Ayushi Soni,https://www.youtube.com/shorts/W6232WtzWY8,W6232WtzWY8,,1100,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Episode 2 : Story Behind the Post ft - Vansh Bedi,https://www.youtube.com/shorts/M4V1K9qRlhQ,M4V1K9qRlhQ,,1100,0,Cricket Coverage & Commentary,Independent Fan Coverage,Story Behind the Post (Player Interview),Vansh Bedi,No
YouTube,@spinandswing26,Short,Describe DPL in one word !,https://www.youtube.com/shorts/ZifE_lWb1K4,ZifE_lWb1K4,,1100,0,DPL 2026 (Delhi Premier League),Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Lakshay thareja Knock !!,https://www.youtube.com/shorts/T_RYjwPpqgw,T_RYjwPpqgw,,1100,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Playing 11 of Punjabi Kings #punjabkings #ipl2026,https://www.youtube.com/shorts/e-BhsEVTOIE,e-BhsEVTOIE,,1100,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,No more Panoti Jokes 🏟️🏆,https://www.youtube.com/shorts/tVTtiemlsDo,tVTtiemlsDo,,1100,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,India vs New Zealand Final Pt 5,https://www.youtube.com/shorts/pWQqMveNe3s,pWQqMveNe3s,,1100,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Us bhai usss 🫂🥺,https://www.youtube.com/shorts/wjhqcfDaihQ,wjhqcfDaihQ,,1100,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,One Sided Win for India | Ind vs Pak,https://www.youtube.com/shorts/4EYIMzru2ak,4EYIMzru2ak,,1100,0,ICC Men's T20 World Cup 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Indian players own Haris Rauf !!,https://www.youtube.com/shorts/py_4-v2Faxk,py_4-v2Faxk,,1100,0,General Cricket Trivia Series,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Rcbw fans vs Dcw fans  – WPL,https://www.youtube.com/shorts/LIa7PtBSUqQ,LIa7PtBSUqQ,,1100,0,WPL 2026,Independent Fan Coverage,Fan Vox Pop & Stadium Reaction,Royal Challengers Bengaluru (RCB),No
YouTube,@spinandswing26,Short,India vs Australia T20 World Cup 2026 Final ??,https://www.youtube.com/shorts/xeIegethGvs,xeIegethGvs,,1100,0,ICC Men's T20 World Cup 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Cute @gujarattitans  Fan 💗,https://www.youtube.com/shorts/abEagzkHdok,abEagzkHdok,,1100,0,Cricket Coverage & Commentary,Independent Fan Coverage,Fan Vox Pop & Stadium Reaction,Spin & Swing,No
YouTube,@spinandswing26,Short,Mahi bhai hote to 😭,https://www.youtube.com/shorts/NdsPa7p-gc4,NdsPa7p-gc4,,1100,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Ipl khela he nahi hai,https://www.youtube.com/shorts/BFrj6aGaX70,BFrj6aGaX70,,1100,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Top 5 Runs Scorer in Ipl 2016,https://www.youtube.com/shorts/mSiqmltSLlc,mSiqmltSLlc,,1100,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Video,DO BHAI DONO TABHI 🔥 | IND VS AFG 2nd ODI - VLOG 38,https://www.youtube.com/watch?v=PWvwn14FvFk,PWvwn14FvFk,,1000,0,International Cricket Bilateral,Independent Fan Coverage,Behind The Scenes / Vlog,Spin & Swing,No
YouTube,@spinandswing26,Short,Episode 6 : Story Behind the Post ft - Shweta Sehrawat,https://www.youtube.com/shorts/nMMixpookWw,nMMixpookWw,,1000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Story Behind the Post (Player Interview),Shweta Sehrawat,No
YouTube,@spinandswing26,Short,The Purple Cap officially belongs to Nazma 🧢,https://www.youtube.com/shorts/RfwQMG-SbFk,RfwQMG-SbFk,,1000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Why do you watch the DPL ?,https://www.youtube.com/shorts/x-9IF_XfFnM,x-9IF_XfFnM,,1000,0,DPL 2026 (Delhi Premier League),Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Bhai ka confidence 📈😂,https://www.youtube.com/shorts/FDzhBSXKiAg,FDzhBSXKiAg,,1000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Lucky-Son-in-Law ❤️🧿,https://www.youtube.com/shorts/GIZMb3mQh3g,GIZMb3mQh3g,,1000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Two Super Over !!,https://www.youtube.com/shorts/AUwPOxaC97I,AUwPOxaC97I,,1000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Pura Bharat Humari ladkiyo pe Proud kar raha hai 🥹🇮🇳❤️,https://www.youtube.com/shorts/yC-7x7Vg-0c,yC-7x7Vg-0c,,1000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Gt fans right now 😔,https://www.youtube.com/shorts/JgQ10ivS_Y0,JgQ10ivS_Y0,,1000,0,IPL 2026,Independent Fan Coverage,Fan Vox Pop & Stadium Reaction,Gujarat Titans (GT),No
YouTube,@spinandswing26,Short,Follow on bachaya hai,https://www.youtube.com/shorts/DCPC8qHFMyU,DCPC8qHFMyU,,1000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Australia ke liye opening karta tha | #guesstheplayer,https://www.youtube.com/shorts/MNrhNOra6rk,MNrhNOra6rk,,1000,0,General Cricket Trivia Series,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Bhut Jada easy tha,https://www.youtube.com/shorts/4iYDcy4vuE0,4iYDcy4vuE0,,1000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Shubman Gill vs Rishabh Pant,https://www.youtube.com/shorts/JTznP_lnrYg,JTznP_lnrYg,,1000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Maine Ms dhoni bola tha,https://www.youtube.com/shorts/mbojEC4y6QQ,mbojEC4y6QQ,,1000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Top 5 Wicket Takers in Ipl 2015,https://www.youtube.com/shorts/nH0vZ85kt6c,nH0vZ85kt6c,,1000,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Bhut Jada easy tha | Guess the Cricketer,https://www.youtube.com/shorts/kUIah0_EgKE,kUIah0_EgKE,,1000,0,General Cricket Trivia Series,Creator Studio / Digital Production,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,ICC should take action against Pakistan !!,https://www.youtube.com/shorts/UWLZvYlcF-M,UWLZvYlcF-M,,992,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Yograj singh on Arjun Tendulkar,https://www.youtube.com/shorts/hRfnhjhLDNc,hRfnhjhLDNc,,990,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Coach ke sath achi banti hai,https://www.youtube.com/shorts/JMSLGQ0zv4A,JMSLGQ0zv4A,,953,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Vansh Bedi remember the name 🔥🔥,https://www.youtube.com/shorts/wsfEG0usKaU,wsfEG0usKaU,,944,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Vansh Bedi,No
YouTube,@spinandswing26,Short,2 Second me opinion change kar leta hu 😂,https://www.youtube.com/shorts/4pNPs7Yo0b4,4pNPs7Yo0b4,,941,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Top 5 players to hit maximum sixes in 2023 Ipl,https://www.youtube.com/shorts/zMEOAfakWRA,zMEOAfakWRA,,930,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,bobzy the king 👑,https://www.youtube.com/shorts/9yoEjOfLjgo,9yoEjOfLjgo,,930,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Wicket Follows My Friends!,https://www.youtube.com/shorts/4R8G1UbpYkw,4R8G1UbpYkw,,923,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Which four team will Qualify ??,https://www.youtube.com/shorts/LZKbrJDgtFs,LZKbrJDgtFs,,917,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Shubham mother's reaction when he got picked in the DPL,https://www.youtube.com/shorts/ZgP4PJiloqg,ZgP4PJiloqg,,903,0,DPL 2026 (Delhi Premier League),Independent Fan Coverage,Fan Vox Pop & Stadium Reaction,Spin & Swing,No
YouTube,@spinandswing26,Short,Ab kya bolu mai ??,https://www.youtube.com/shorts/lz2JZch9gdI,lz2JZch9gdI,,890,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
